Episode #,Training Iter,Epoch,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Inverse Propensity Score,Direct Method Reward,Doubly Robust,Weighted Importance Sampling,Sequential Doubly Robust,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
167,11.0,0.0,0.0,309.0,2.0,142.0,30915.0,0.1,135.09500000000003,0.0,0.0,8314.813779115677,,,,,,,,,,,,,,,,,,,,,62.82845026674915,38.24750279205051,126.42608580765118,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,11.0,0.0,0.0,760.0,3.0,451.0,31366.0,0.1,447.2699999999999,0.0,0.0,8359.256261110306,,,,,,,,,,,,,,,,,,,,,193.5091696782899,104.56875643749518,360.7184406379262,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,11.0,0.0,0.0,960.0,4.0,200.0,31566.0,0.1,186.72500000000002,0.0,0.0,8378.784352302551,,,,,,,,,,,,,,,,,,,,,87.41409825684386,51.55892011854472,169.58117311368574,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,11.0,0.0,0.0,1421.0,5.0,461.0,32027.0,0.1,450.8999999999998,0.0,0.0,8424.50316977501,,,,,,,,,,,,,,,,,,,,,193.63945076297128,104.34959422703808,362.3565639696451,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,11.0,0.0,0.0,1587.0,6.0,166.0,32193.0,0.1,154.63400000000004,0.0,0.0,8441.25521683693,,,,,,,,,,,,,,,,,,,,,71.25656854060024,42.27462323112278,143.0914494296704,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,11.0,0.0,0.0,1702.0,7.0,115.0,32308.0,0.1,99.63800000000006,0.0,0.0,8453.163086175919,,,,,,,,,,,,,,,,,,,,,43.044315146089176,30.487219807805005,94.87756400865307,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,11.0,0.0,0.0,2124.0,8.0,422.0,32730.0,0.1,406.7269999999997,0.0,0.0,8495.347797632217,,,,,,,,,,,,,,,,,,,,,175.36978493822377,97.69960575319493,333.38739215298324,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,11.0,0.0,0.0,2215.0,9.0,91.0,32821.0,0.1,76.63700000000003,0.0,0.0,8504.987563610077,,,,,,,,,,,,,,,,,,,,,35.786892533938946,22.92659005636244,73.52737400003764,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,11.0,0.0,0.0,2360.0,10.0,145.0,32966.0,0.1,140.00400000000002,0.0,0.0,8519.480149030685,,,,,,,,,,,,,,,,,,,,,65.92518228690415,39.029034028165185,130.70613012251388,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,11.0,0.0,0.0,2820.0,11.0,460.0,33426.0,0.1,455.35999999999996,0.0,0.0,8565.578691720963,,,,,,,,,,,,,,,,,,,,,196.93693313705273,105.29909737594954,365.4996445464037,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,11.0,0.0,0.0,3252.0,12.0,432.0,33858.0,0.1,429.18,0.0,0.0,8609.290261983871,,,,,,,,,,,,,,,,,,,,,187.9192637784757,100.47356895071309,348.6959211941653,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,11.0,0.0,0.0,3597.0,13.0,345.0,34203.0,0.1,338.09499999999986,0.0,0.0,8643.359209537506,,,,,,,,,,,,,,,,,,,,,149.7845082891275,84.55705899473071,286.99304373467675,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,11.0,0.0,0.0,4053.0,14.0,456.0,34659.0,0.1,426.8099999999998,0.0,0.0,8689.594654798508,,,,,,,,,,,,,,,,,,,,,180.95471004331756,100.1847283875525,344.98427578754627,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,11.0,0.0,0.0,4409.0,15.0,356.0,35015.0,0.1,341.54799999999994,0.0,0.0,8725.99300789833,,,,,,,,,,,,,,,,,,,,,151.45927036574906,83.47093270146266,288.2046207867462,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,12.0,0.0,0.0,420.0,1.0,420.0,35435.0,0.1,417.18,0.0,0.0,9511.384574890137,,,,,,,,,,,,,,,,,,,,,183.15007722769823,98.15429617085084,340.9385036331291,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,12.0,0.0,0.0,684.0,2.0,264.0,35699.0,0.1,256.09599999999983,0.0,0.0,9537.235048532486,,,,,,,,,,,,,,,,,,,,,115.59228747084842,67.258675016359,226.03147302226776,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,12.0,0.0,0.0,1164.0,3.0,480.0,36179.0,0.1,475.3599999999999,0.0,0.0,9583.881252288818,,,,,,,,,,,,,,,,,,,,,203.95373967967214,109.01145684691085,378.2182632620178,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,12.0,0.0,0.0,1600.0,4.0,436.0,36615.0,0.1,429.53999999999985,0.0,0.0,9626.002088785172,,,,,,,,,,,,,,,,,,,,,186.70497968026118,100.25315096924643,348.8339479213005,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,12.0,0.0,0.0,2043.0,5.0,443.0,37058.0,0.1,433.80999999999995,0.0,0.0,9668.967375278473,,,,,,,,,,,,,,,,,,,,,189.67365732246296,101.26884870989025,350.4851897003595,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,12.0,0.0,0.0,2503.0,6.0,460.0,37518.0,0.1,453.54,0.0,0.0,9713.352997541428,,,,,,,,,,,,,,,,,,,,,196.9951697429603,104.37140221164313,363.6491565822459,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,12.0,0.0,0.0,2892.0,7.0,389.0,37907.0,0.1,375.72499999999985,0.0,0.0,9750.506476163864,,,,,,,,,,,,,,,,,,,,,163.61212639500678,91.22796817395141,312.7049800875373,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,12.0,0.0,0.0,3336.0,8.0,444.0,38351.0,0.1,443.0,0.0,0.0,9793.362174987793,,,,,,,,,,,,,,,,,,,,,192.97435447375975,103.3159676167052,358.0350987761037,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,12.0,0.0,0.0,3772.0,9.0,436.0,38787.0,0.1,430.2719999999999,0.0,0.0,9835.401997566223,,,,,,,,,,,,,,,,,,,,,186.47957845085432,101.49526383788273,349.6658859013439,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,12.0,0.0,0.0,3892.0,10.0,120.0,38907.0,0.1,112.18500000000003,0.0,0.0,9847.221144914627,,,,,,,,,,,,,,,,,,,,,51.88420419719106,32.57129566364042,106.17113158838228,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,12.0,0.0,0.0,4362.0,11.0,470.0,39377.0,0.1,464.45000000000005,0.0,0.0,9892.48044872284,,,,,,,,,,,,,,,,,,,,,201.12627046498258,106.44536790932546,370.66160543071385,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,12.0,0.0,0.0,4639.0,12.0,277.0,39654.0,0.1,263.63599999999974,0.0,0.0,9919.247657060623,,,,,,,,,,,,,,,,,,,,,117.42818077516404,69.1253854776588,231.5713049639026,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,12.0,0.0,0.0,4913.0,13.0,274.0,39928.0,0.1,266.1849999999999,0.0,0.0,9945.916726350784,,,,,,,,,,,,,,,,,,,,,120.33546235208131,69.1029893757302,233.68021005543073,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,12.0,0.0,0.0,5289.0,14.0,376.0,40304.0,0.1,362.72499999999985,0.0,0.0,9982.269582986832,,,,,,,,,,,,,,,,,,,,,161.63450262030963,90.14097102913894,302.55523492938755,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,12.0,0.0,0.0,5330.0,15.0,41.0,40345.0,0.1,35.093999999999994,0.0,0.0,9986.437739610672,,,,,,,,,,,,,,,,,,,,,16.115155087347425,11.249933790361794,34.502248636443014,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
